lead_utm_group,lead_utm_referrer,lead_tags,has_weight,lead_utm_referrer_site,lead_utm_id_1,lead_utm_id_3,lead_utm_device_type,lead_creation_date_quarter,lead_length,lead_payment_type,lead_delivery_type,lead_utm_campaign_missing,lead_group_missing,lead_height_bin,delivery_cost_missing,y_true,p0,p1,pred_label,error_type
yur,sleep,Callibri,0,artraid,118289541,16857606142,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1847876032513528,0.8152123967486472,0,tp_0
yur,unknown,Callibri,0,npotpz,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18103813361183174,0.8189618663881683,0,tp_0
yur,unknown,Callibri,0,artraid,116057578,16779901272,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20109063038679187,0.7989093696132081,0,tp_0
yur,unknown,ВХОДЯЩИЙ,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,door_delivery,1,0,unknown,1,0,0.17647781952327968,0.8235221804767203,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645519,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1724391511603427,0.8275608488396573,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.19937673455105476,0.8006232654489452,0,tp_0
yur,unknown,npotpz,0,unknown,117331020,16773682588,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17803057063889727,0.8219694293611027,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,npotpz,0,unknown,117331020,16773682588,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17803057063889727,0.8219694293611027,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
unknown,unknown,tilda,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,pickup_point,1,1,unknown,1,0,0.17278090452826733,0.8272190954717327,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367733,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,116057578,16779901269,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20109063038679187,0.7989093696132081,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246477,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,unknown,Callibri,0,artraid,116057578,16779908314,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17565105449965557,0.8243489455003444,0,tp_0
yur,unknown,Callibri,0,npotpz,117984937,16833780057,desktop,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.1512216677671001,0.8487783322328999,0,tp_0
yur,unknown,npotpz,0,unknown,118401950,16868928702,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18736800441634793,0.8126319955836521,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246482,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1823274501973906,0.8176725498026094,0,tp_0
yur,unknown,Callibri,0,npotpz,117984937,16833780057,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17320840624657785,0.8267915937534221,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246479,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,118401950,16868928701,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1869842095487121,0.8130157904512879,0,tp_0
yur,unknown,Callibri,0,artraid,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,0,0,0.2175891215092327,0.7824108784907673,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246479,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,unknown,npotpz,0,unknown,118448375,16873296904,desktop,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.15526558780201682,0.8447344121979832,0,tp_0
yur,unknown,npotpz,0,unknown,118075886,16839114003,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.19310488446645546,0.8068951155335445,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1767413244734405,0.8232586755265595,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1724391511603427,0.8275608488396573,0,tp_0
rare_utm_group,unknown,Callibri,0,artraid,-1,-1,unknown,-1,-1.0,cash_on_delivery,pickup_point,0,1,unknown,1,0,0.2233264072161557,0.7766735927838443,0,tp_0
yur,unknown,npotpz,0,unknown,116057578,16779908314,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.19281887101418027,0.8071811289858197,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,npotpz,0,unknown,117331020,16773682588,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17803057063889727,0.8219694293611027,0,tp_0
yur,unknown,npotpz,0,unknown,114252495,16807446710,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17144349250286128,0.8285565074971387,0,tp_0
yur,unknown,Callibri,0,artraid,114252495,16807446710,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1710854492291397,0.8289145507708603,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20377534695575705,0.796224653044243,0,tp_0
yur,unknown,Callibri,0,artraid,-1,-1,unknown,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17218765226090527,0.8278123477390947,0,tp_0
yur,unknown,npotpz,0,unknown,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20377534695575705,0.796224653044243,0,tp_0
yur,unknown,npotpz,0,unknown,117331020,16773682588,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17803057063889727,0.8219694293611027,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1785892767179995,0.8214107232820005,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.19937673455105476,0.8006232654489452,0,tp_0
yur,unknown,Callibri,0,artraid,118446528,16873208777,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1869842095487121,0.8130157904512879,0,tp_0
yur,unknown,Callibri,0,artraid,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,unknown,npotpz,0,unknown,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1724391511603427,0.8275608488396573,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645519,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1724391511603427,0.8275608488396573,0,tp_0
yur,unknown,npotpz,0,unknown,118446527,16873208420,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.21335185502391485,0.7866481449760852,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367733,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,npotpz,0,unknown,114252495,16807446710,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20105027693206035,0.7989497230679397,0,tp_0
yur,unknown,npotpz,0,unknown,118446528,16873208777,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.20303764804280666,0.7969623519571933,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1785892767179995,0.8214107232820005,0,tp_0
yur,unknown,Callibri,0,artraid,114252495,16496823810,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,unknown,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,door_delivery,1,0,unknown,1,0,0.16132461928271935,0.8386753807172806,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1767413244734405,0.8232586755265595,0,tp_0
yur,unknown,Callibri,0,npotpz,700615408,17070164693,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.22174816729084035,0.7782518327091597,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16881572359,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1805127002909901,0.8194872997090099,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,1,0,0.2094644323123369,0.7905355676876631,0,tp_0
yur,unknown,Callibri,0,artraid,114252495,16498717408,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1785892767179995,0.8214107232820005,0,tp_0
yur,unknown,Callibri,0,artraid,118075886,16881592859,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18603060636749558,0.8139693936325044,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20098364835242144,0.7990163516475786,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16881572070,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18261809236428184,0.8173819076357182,0,tp_0
yur,unknown,Callibri,0,artraid,114252495,16807446710,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1710854492291397,0.8289145507708603,0,tp_0
nim,other,Callibri,0,artraid,118740070,16900140070,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.19647675614935856,0.8035232438506414,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16881571731,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.213211358318265,0.786788641681735,0,tp_0
yur,unknown,npotpz,0,unknown,114252495,16496823810,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.19953723939055712,0.8004627606094429,0,tp_0
yur,unknown,Callibri,0,artraid,116057578,16779908314,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17565105449965557,0.8243489455003444,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20377534695575705,0.796224653044243,0,tp_0
yur,unknown,npotpz,0,unknown,118108441,16842616420,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18141227661999082,0.8185877233800092,0,tp_0
yur,unknown,npotpz,0,unknown,114824436,16561246479,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.19953723939055712,0.8004627606094429,0,tp_0
nim,other,Callibri,0,artraid,118740070,16900140072,desktop,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.16048408621946864,0.8395159137805314,0,tp_0
yur,unknown,Callibri,0,artraid,114252495,16614603970,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
yur,unknown,Callibri,0,artraid,118108441,16881573616,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.21197338423741008,0.7880266157625899,0,tp_0
yur,unknown,npotpz,0,unknown,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18921968223077035,0.8107803177692297,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,npotpz,0,unknown,118446528,16873208774,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.21335185502391485,0.7866481449760852,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.18847179928295366,0.8115282007170463,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,unknown,Callibri,0,artraid,118108441,16842616428,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18103796337510547,0.8189620366248945,0,tp_0
yur,unknown,npotpz,0,unknown,115367108,16614645519,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.20377534695575705,0.796224653044243,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,unknown,Callibri,0,artraid,118446527,16873208420,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.2089494793718485,0.7910505206281515,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1767413244734405,0.8232586755265595,0,tp_0
yur,unknown,Callibri,0,artraid,115509254,16624953471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,unknown,Callibri,0,npotpz,118075886,16839114005,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,1,0,0.2152448667181076,0.7847551332818924,0,tp_0
unknown,unknown,ВХОДЯЩИЙ,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,1,1,unknown,0,0,0.18628234655864218,0.8137176534413578,0,tp_0
yur,unknown,Callibri,0,artraid,118108441,16842616436,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.19252658956589463,0.8074734104341054,0,tp_0
nim,other,Callibri,0,artraid,118740070,16900140072,desktop,-1,-1.0,cash_on_delivery,pickup_point,0,1,unknown,1,0,0.15240727091287365,0.8475927290871264,0,tp_0
unknown,unknown,ВХОДЯЩИЙ,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,1,1,unknown,0,0,0.18628234655864218,0.8137176534413578,0,tp_0
yur,unknown,Callibri,0,npotpz,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18103813361183174,0.8189618663881683,0,tp_0
yur,unknown,Callibri,0,artraid,118446527,16873208420,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1869842095487121,0.8130157904512879,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1767413244734405,0.8232586755265595,0,tp_0
yur,unknown,Callibri,0,artraid,118446528,16873208774,desktop,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.15518055503834838,0.8448194449616516,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16881572359,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17851126865848765,0.8214887313415123,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,unknown,unknown,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,door_delivery,1,0,unknown,1,0,0.16132461928271935,0.8386753807172806,0,tp_0
yur,unknown,Callibri,0,artraid,115367108,16614645518,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17410672818636175,0.8258932718136383,0,tp_0
yur,unknown,Callibri,0,artraid,114824436,16561246471,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1693797041273497,0.8306202958726503,0,tp_0
nim,sleep,Callibri,0,artraid,118751984,16901019575,tablet,-1,-1.0,cash_on_delivery,post,0,1,unknown,0,0,0.1642970201942161,0.8357029798057839,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16881572359,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.1805127002909901,0.8194872997090099,0,tp_0
rare_utm_group,unknown,unknown,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.21460033692367564,0.7853996630763244,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
unknown,unknown,npotpz,0,unknown,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,1,1,unknown,0,0,0.15087440802943586,0.8491255919705641,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17027104310049268,0.8297289568995073,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17232301345579293,0.8276769865442071,0,tp_0
yur,unknown,Callibri,0,artraid,114317050,16504389645,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.1952076807162152,0.8047923192837848,0,tp_0
but,other,tilda,0,artraid,-1,-1,unknown,-1,-1.0,cash_on_delivery,post,1,0,unknown,0,0,0.25645413930166616,0.7435458606983338,0,tp_0
yur,unknown,npotpz,0,unknown,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.2137204069547729,0.7862795930452271,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,door_delivery,0,0,unknown,1,0,0.1767413244734405,0.8232586755265595,0,tp_0
yur,sleep,tilda,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.18847179928295366,0.8115282007170463,0,tp_0
yur,sleep,Callibri,0,npotpz,116543546,16700367732,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,1,0,0.20970023260492887,0.7902997673950711,0,tp_0
yur,unknown,Callibri,0,npotpz,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.18103813361183174,0.8189618663881683,0,tp_0
yur,unknown,npotpz,0,unknown,118448375,16873296904,mobile,-1,-1.0,cash_on_delivery,post,0,0,unknown,0,0,0.2137204069547729,0.7862795930452271,0,tp_0
yur,unknown,Callibri,0,artraid,-1,-1,unknown,-1,-1.0,cash_on_delivery,pickup_point,0,0,unknown,1,0,0.17218765226090527,0.8278123477390947,0,tp_0
