lead_Ширина,lead_Линейная высота (см),lead_Линейная высота (см)__was_missing,lead_Вид оплаты,returned_ts,returned_ts__is_present,lead_Служба доставки,lead_Компания Отправитель,lead_Ответственный за доставку,lead_is_deleted,lead_WIDTH,lead_Почтовый индекс,lead_group_id,lead_Масса (гр),lead_closed_at,contact_created_at,lead_utm_medium,lead_Категория и варианты выбора,received_ts,lead_Модель телефона,lead_id
21.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764338369,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729137.0,1761978132,cpc,I,,Не удалось узнать,LEAD_0224
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764572292.0,1761978467,cpc,I,1763606316.0,Не удалось узнать,LEAD_0226
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,677027.0,700242,,1763540089.0,1761983615,,S,1762823054.0,Смартфон,LEAD_0230
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.763383521,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764331107.0,1761983189,Неизвестно,D,,Не удалось узнать,LEAD_0229
29.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537125.0,1761984794,,S,1762594372.0,Смартфон,LEAD_0235
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1764660595.0,1761984662,cpc,S,1763455327.0,Не удалось узнать,LEAD_0233
35.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764917602,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1770729127.0,1761984877,cpc,I,,Смартфон,LEAD_0234
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,656.0,,1761983759,cpc,I,,Не удалось узнать,LEAD_0231
29.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537208.0,1761987774,,S,1762609987.0,Смартфон,LEAD_0236
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764676195,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1770729135.0,1761983678,cpc,S,,Не удалось узнать,LEAD_0200
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763537156.0,1761465141,,C,1762599081.0,Смартфон,LEAD_0181
28.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537123.0,1730273757,,S,1762507839.0,Не удалось узнать,LEAD_0237
30.0,9.0,1,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,,1761991702.0,1761983689,cpc,S,,Смартфон,LEAD_0232
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763712407.0,1761990140,cpc,S,1762941940.0,Не удалось узнать,LEAD_0238
25.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537108.0,1733475250,cpc,S,1762678883.0,Смартфон,LEAD_0051
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764676198,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1770729127.0,1761992834,cpc,S,,Смартфон,LEAD_0240
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1763537110.0,1766060323,,I,1762506193.0,Смартфон,LEAD_0242
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537457.0,1760181455,cpc,S,1762703438.0,Смартфон,LEAD_0241
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1763537163.0,1761553259,cpc,S,1762601923.0,Смартфон,LEAD_0186
32.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763712446.0,1758687891,cpc,I,1762997341.0,Смартфон,LEAD_0243
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763540028.0,1761997868,cpc,S,1762772914.0,Не удалось узнать,LEAD_0244
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537202.0,1762001382,cpc,S,1762607789.0,Не удалось узнать,LEAD_0246
31.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764676285,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729140.0,1760343617,cpc,I,,Смартфон,LEAD_0145
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763361062.0,1762002080,cpc,S,1762436691.0,Не удалось узнать,LEAD_0248
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,344006.0,0,,1763361050.0,1762003352,,I,1762428637.0,Не удалось узнать,LEAD_0249
29.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764338367,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729128.0,1762004834,cpc,D,,Смартфон,LEAD_0250
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537212.0,1691488974,,I,1762611129.0,Смартфон,LEAD_0225
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763361083.0,1762006714,cpc,S,1762582461.0,Смартфон,LEAD_0251
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763540017.0,1762006928,,S,1762771366.0,Смартфон,LEAD_0252
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537113.0,1761877190,cpc,I,1762506246.0,Смартфон,LEAD_0199
32.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1763537179.0,1760426295,,S,1762517804.0,Не удалось узнать,LEAD_0149
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763537135.0,1762001844,cpc,D,1762509455.0,Не удалось узнать,LEAD_0247
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540019.0,1762010212,,S,1762771286.0,Не удалось узнать,LEAD_0253
31.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251190,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764331107.0,1761888341,cpc,D,,Смартфон,LEAD_0202
32.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251268,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1764331108.0,1762057572,cpc,D,,Не удалось узнать,LEAD_0257
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763966311.0,1751998304,cpc,S,1763021481.0,Смартфон,LEAD_0258
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1763537143.0,1762060378,cpc,I,1762596524.0,Смартфон,LEAD_0259
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764234688,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1764331108.0,1761408564,cpc,D,,Не удалось узнать,LEAD_0256
33.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763539989.0,1762050350,cpc,D,1762758676.0,Не удалось узнать,LEAD_0255
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763620095.0,1762066218,cpc,S,1762861708.0,Смартфон,LEAD_0263
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537205.0,1758530543,,S,1762694178.0,Смартфон,LEAD_0118
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.770887723,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,,1762071333,cpc,S,,Смартфон,LEAD_0264
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763712453.0,1762072061,,C,1763010374.0,Не удалось узнать,LEAD_0265
29.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,107207.0,700242,,1763537065.0,1707138940,,Нет категории,1762672598.0,Смартфон,LEAD_0266
21.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763537249.0,1761478654,cpc,D,1762747319.0,Не удалось узнать,LEAD_0185
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1763537210.0,1758617160,,S,1762696666.0,Смартфон,LEAD_0269
30.0,13.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,1688.0,1762939879.0,1762073424,cpc,S,1762783333.0,Смартфон,LEAD_0267
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763620086.0,1762073450,cpc,S,1762855299.0,Смартфон,LEAD_0268
29.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537177.0,1762074120,cpc,S,1762604140.0,Не удалось узнать,LEAD_0270
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763540102.0,1762065028,cpc,I,1762844457.0,Не удалось узнать,LEAD_0261
30.0,5.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,346.0,1763620832.0,1761389101,,I,1763401016.0,Не удалось узнать,LEAD_0178
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764676205,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729128.0,1762077990,cpc,S,,Смартфон,LEAD_0274
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1763620075.0,1762065084,cpc,S,1762851619.0,Смартфон,LEAD_0262
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1763537121.0,1762078567,cpc,S,1762593593.0,Смартфон,LEAD_0275
30.0,9.0,1,оплата на карту,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1762416321.0,1766842866,,S,1762415990.0,Не удалось узнать,LEAD_0271
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1763537077.0,1762080099,cpc,S,1762588810.0,Смартфон,LEAD_0277
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763712427.0,1762080750,,I,1762949561.0,Не удалось узнать,LEAD_0278
21.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.765981091,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1770729128.0,1762079980,cpc,I,,Не удалось узнать,LEAD_0276
30.0,6.0,0,наложенный платеж,1970-01-01 00:00:01.766670256,1,Почта,ООО ТехПродЗдрав,,False,,,0,656.0,1770729083.0,1762083507,,I,,Не удалось узнать,LEAD_0283
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537147.0,1753631464,Неизвестно,S,1762510490.0,Смартфон,LEAD_0280
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700246,,1763537115.0,1762084061,cpc,S,1762679031.0,Смартфон,LEAD_0285
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251249,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1764331108.0,1759651012,cpc,S,,Смартфон,LEAD_0282
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1765867319.0,1759236307,cpc,S,1764997221.0,Смартфон,LEAD_0287
30.0,11.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,1640.0,1763620273.0,1761034765,cpc,S,1763036318.0,Смартфон,LEAD_0273
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764338349,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729127.0,1752141796,cpc,S,,Смартфон,LEAD_0227
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251202,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1764331108.0,1762095952,cpc,S,,Смартфон,LEAD_0290
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763540025.0,1752981988,Неизвестно,I,1762772481.0,Не удалось узнать,LEAD_0194
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763966318.0,1762099347,cpc,C,1763024354.0,Не удалось узнать,LEAD_0292
40.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1762782255.0,1762098883,cpc,I,1762781904.0,Смартфон,LEAD_0291
30.0,10.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700246,1302.0,1763620601.0,1759220977,cpc,S,1763297613.0,Смартфон,LEAD_0215
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540047.0,1759752703,,S,1762781233.0,Не удалось узнать,LEAD_0293
35.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.765981093,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1770729128.0,1752215151,cpc,I,,Смартфон,LEAD_0301
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540021.0,1762139985,cpc,S,1762771663.0,Не удалось узнать,LEAD_0297
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770305126.0,1762132503,,C,1763128156.0,Смартфон,LEAD_0296
30.0,9.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,848.0,1763620308.0,1762145294,cpc,C,1763046178.0,Смартфон,LEAD_0302
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763539995.0,1762148401,cpc,S,1762759576.0,Не удалось узнать,LEAD_0303
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763712451.0,1762141266,cpc,S,1763007285.0,Не удалось узнать,LEAD_0299
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1763966360.0,1762087284,cpc,S,1763273811.0,Не удалось узнать,LEAD_0288
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1763540038.0,1761222453,cpc,S,1762778639.0,Смартфон,LEAD_0172
27.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1762509867.0,1762149989,cpc,S,1762509510.0,Не удалось узнать,LEAD_0304
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537105.0,1748495987,Неизвестно,S,1762505271.0,Не удалось узнать,LEAD_0289
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1763537085.0,1762151755,cpc,C,1762504128.0,Не удалось узнать,LEAD_0306
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537139.0,1762155572,cpc,S,1762509693.0,Не удалось узнать,LEAD_0311
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763620111.0,1762151472,cpc,S,1762918792.0,Не удалось узнать,LEAD_0305
30.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763003708.0,1760873952,cpc,I,1763003383.0,Смартфон,LEAD_0312
28.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763537171.0,1753274220,,S,1762516805.0,Смартфон,LEAD_0315
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540062.0,1753522643,,S,1762785026.0,Не удалось узнать,LEAD_0316
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,676.0,1765438465.0,1762160405,cpc,S,1765346017.0,Смартфон,LEAD_0314
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763540056.0,1746166630,,I,1762782308.0,Смартфон,LEAD_0318
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763620076.0,1762159973,cpc,I,1762852108.0,Не удалось узнать,LEAD_0313
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764338298,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1770729128.0,1762161472,cpc,S,,Не удалось узнать,LEAD_0319
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763361089.0,1762161299,cpc,S,1762497566.0,Не удалось узнать,LEAD_0317
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763966365.0,1736331804,,S,1763103090.0,Смартфон,LEAD_0320
32.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763101877.0,1762163363,cpc,S,1762332359.0,Не удалось узнать,LEAD_0321
33.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540095.0,1760197349,cpc,S,1762839470.0,Смартфон,LEAD_0139
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1763620109.0,1760263306,,I,1762875290.0,Смартфон,LEAD_0142
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763966309.0,1761468748,cpc,S,1763021360.0,Не удалось узнать,LEAD_0322
30.0,6.0,0,наложенный платеж,1970-01-01 00:00:01.770118979,1,Почта,ООО ТехПродЗдрав,,False,,,0,682.0,1770729088.0,1762167303,,I,,Смартфон,LEAD_0324
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537187.0,1762168474,cpc,S,1762520675.0,Не удалось узнать,LEAD_0325
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,678.0,1763719384.0,1762168696,cpc,D,1763561900.0,Смартфон,LEAD_0326
30.0,16.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,2662.0,1764052269.0,1760091266,,I,1763831894.0,Смартфон,LEAD_0328
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764676240,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729135.0,1761832156,cpc,S,,Не удалось узнать,LEAD_0198
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1763537117.0,1762854996,cpc,S,1762592866.0,Не удалось узнать,LEAD_0330
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763966307.0,1762105005,,I,1763021390.0,Смартфон,LEAD_0294
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764571495.0,1762170844,,D,1763340343.0,Смартфон,LEAD_0308
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,678.0,1762939936.0,1762083807,cpc,I,1762772585.0,Смартфон,LEAD_0284
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763537089.0,1762175244,cpc,I,1762590606.0,Смартфон,LEAD_0332
30.0,10.0,0,наложенный платеж,1970-01-01 00:00:01.770118894,1,Почта,ООО ТехПродЗдрав,,False,,,546538,1396.0,1770729092.0,1762175807,cpc,S,,Не удалось узнать,LEAD_0333
30.0,9.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,1298.0,1763620570.0,1762176490,cpc,S,1763128476.0,Не удалось узнать,LEAD_0334
33.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764234703,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1764331108.0,1762177052,cpc,S,,Не удалось узнать,LEAD_0335
29.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763537149.0,1761477070,,S,1762511360.0,Смартфон,LEAD_0183
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1763537175.0,1762180767,,I,1762517666.0,Смартфон,LEAD_0336
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1763361059.0,1762183130,,I,1762435227.0,Смартфон,LEAD_0337
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763537079.0,1762108543,,S,1762676241.0,Смартфон,LEAD_0295
28.0,9.0,1,оплата на карту,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,,1773213590.0,1761333940,,S,1773213590.0,Смартфон,LEAD_0176
32.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763054109.0,1762164700,cpc,S,1763053791.0,Смартфон,LEAD_0323
30.0,8.0,0,наложенный платеж,1970-01-01 00:00:01.766670262,1,Почта,ООО ТехПродЗдрав,,False,,,546538,606.0,1770729083.0,1762226409,cpc,S,,Не удалось узнать,LEAD_0340
60.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1764743504.0,1763221059,,S,1763712586.0,Смартфон,LEAD_0208
29.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251221,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1764331108.0,1762239842,cpc,S,1763624977.0,Смартфон,LEAD_0347
32.0,9.0,1,оплата онлайн,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,628186.0,546538,,1762848570.0,1762204345,,S,1762848222.0,Кнопочный,LEAD_0339
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.764251219,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764331108.0,1762237445,cpc,S,,Смартфон,LEAD_0346
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1770305123.0,1762236744,cpc,S,1763193427.0,Смартфон,LEAD_0344
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1764743493.0,1762235778,Неизвестно,S,1763807710.0,Не удалось узнать,LEAD_0342
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.766562828,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1770729128.0,1762236982,cpc,S,,Не удалось узнать,LEAD_0345
30.0,14.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,1874.0,1764240734.0,1762233374,cpc,S,1764057338.0,Не удалось узнать,LEAD_0341
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540049.0,1745073952,,S,1762782214.0,Не удалось узнать,LEAD_0348
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1763540066.0,1762236324,cpc,S,1762787454.0,Не удалось узнать,LEAD_0343
21.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1764571490.0,1762169384,,S,1763350426.0,Смартфон,LEAD_0327
39.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770305111.0,1769780811,cpc,I,1763120578.0,Смартфон,LEAD_0137
30.0,9.0,1,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700246,,1762252550.0,1762247682,cpc,I,,Смартфон,LEAD_0350
